"","PUBCHEM_CID","PUBCHEM_EXT_DATASOURCE_SMILES"
"1",8333,"C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)O"
"2",54710,"CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C(C)N3C(=O)C4=CC=CC=C4C3=O"
"3",64179,"CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C34CC5CC(C3)CC(C5)C4"
"4",64580,"CC12CN3CC(C1=O)(CN(C2)C3C4=CNC5=CC=CC=C54)C"
"5",64967,"CC1(O[C@@H]2[C@H](O[C@H]([C@@H]2O1)N3C=CC(=O)NC3=O)CO)C"
"6",77616,"C1=CC=C(C(=C1)C(=O)N)Br"
"7",95775,"CC1=CC(=O)OC(=C1C(=O)O)C"
"8",97891,"C1C(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3"
"9",98101,"C1=CC=C(C=C1)CC(C(=O)NCC(=O)O)NC(=O)OCC2=CC=CC=C2"
"10",98125,"CC(C1=CC=CC=C1)N=CC2=CC=CC=C2O"
"11",104563,"CCCN1C(=CC(=O)N(C1=O)C)N"
"12",145454,"CC1(C2CCC13CS(=O)(=O)NC3C2)C"
"13",149110,"CC1(C2=C(CCN1)C3=CC=CC=C3N2)C(=O)OC"
"14",170476,"CC(C)OC1=C(C=C(C(=C1)N)Cl)Cl"
"15",176545,"C1CCN(C1)CC(=O)NC2=CC=C(C=C2)S(=O)(=O)N"
"16",179436,"CC(C)(C)C1=NN=C(S1)NC(=O)NC"
"17",226204,"C1CCC(CC1)(C(C2=CC=CC=C2)C(=O)O)O"
"18",229297,"COC(=O)NC1(CCCC1)C(=O)O"
"19",232056,"CC1=C(C=CC=C1S(=O)(=O)N)NC(=O)C"
"20",232315,"CCCCCCCC1(C(=O)NC(=O)N1)C"
"21",233262,"C1=CC(=C(N=C1)Br)C(=O)O"
"22",235295,"CN1C(=NC2=C1C(=O)N(C(=O)N2C)C)CO"
"23",235333,"C=CCNC(=O)C1COC2=CC=CC=C2O1"
"24",246222,"C1=CC=C(C=C1)CC2=C(ONC2=O)N"
"25",252159,"CC1=C(N=C2C(=N1)C=CC=N2)C"
"26",261419,"C1=CC=C(C=C1)N2C=NNC2=O"
"27",264115,"CN1CCC23C4NC5=CC=CC=C5C2(C1NC6=CC=CC=C36)CCN4C"
"28",291865,"C1=CC=C(C=C1)C2=C(SC(=N2)N)CC(=O)O"
"29",308839,"CCOC1=CC=C(C=C1)NC2=CC(=O)NC(=O)N2"
"30",314465,"CC(=O)NC1C(C2C(COC(O2)(C)C)OC1OCC3=CC=CC=C3)O"
"31",324442,"CCC(=O)NNC1=NC(=CC=C1)Cl"
"32",336252,"C1CCC2=C(C1)C3=C(S2)N=CN4C3=NN=C4"
"33",343948,"CC(=O)NC1=CC=C2CCC3=C2C1=CC=C3"
"34",363890,"C1=CC=C(C=C1)S(=O)(=O)CC2=CC=CC=C2[N+](=O)[O-]"
"35",368752,"COC(=O)C1CC(=NO1)C2=CC=C(C=C2)Cl"
"36",531821,"COC1=CC(=C(C=C1)OC)NC(=O)C2CCCCC2"
"37",540026,"CCOP(=O)(C(C(Cl)(Cl)Cl)NC(=O)C)OCC"
"38",550278,"CCOC(=O)C1=NN(C(=O)C(=N1)N)C2=CC=C(C=C2)C"
"39",559616,"CC1(OC(C(O1)C(=O)N)C(=O)N)C"
"40",565087,"C1CC2CC1CC2OC(=O)CCC(=O)O"
"41",571855,"CC(=O)NC1=CC=C(C=C1)CC(=O)OC"
"42",580247,"CC1C(=O)NC(S1)C2=CC=C(C=C2)F"
"43",580731,"C1CN(CCC1C(=O)NN)S(=O)(=O)C2=CC=C(C=C2)Cl"
"44",625950,"CNC1=NC(=NC(=N1)N)OC(C(F)(F)F)C(F)(F)F"
"45",630647,"CC1=CC=C(C=C1)N=CC2=C(N(C(=O)NC2=O)C3=CC=C(C=C3)C)O"
"46",644399,"CC(C)CCN1C(=NN=N1)C(C2=CC=CC=C2)N3CCN(CC3)C"
"47",645242,"CC1=NN=C(S1)NS(=O)(=O)C"
"48",645433,"CC1=CC(=NO1)NC(=O)CSC2=NN=C(N2CC3CCCO3)C4=CC=CO4"
"49",645543,"CN(C1=NN=C(S1)C2=CN=CC=C2)C(=O)C3=CC(=C(C(=C3)OC)OC)OC"
"50",645614,"CC1=C(C(NC(=O)N1)C2=CC=C(C=C2)Cl)C(=O)N"
"51",645803,"COC1=C(C=C(C=C1)C2=NN=C(O2)SCC(=O)N3CCCC3)OC"
"52",645813,"C1C(=O)N(C(=O)S1)CC(=O)NC2=CC=CC=C2F"
"53",646241,"C1=CC=C(C=C1)C2=NN(C(=O)C3=CC=CC=C32)CCC(=O)N"
"54",646342,"COCCN(CC(=O)NCC1=CC=C(C=C1)F)C(=O)CCC(=O)NC2=NC=CS2"
"55",646418,"CCCN1C(=C(C=N1)C(=O)O)C"
"56",646515,"CCOC(=O)C(C(C1=CC(=CC=C1)N(CCO)CCO)OC(=O)C)NC(=O)C"
"57",646544,"C1CN(CCC1(C2=CC=C(C=C2)F)O)CC(=O)NCC3=CC=C(C=C3)F"
"58",646616,"CC(C)CNC(=O)C1CCCN1C(=O)NC2=CC(=CC=C2)OC"
"59",646844,"COC1=C(C=C(C=C1)C2(CCOCC2)C(=O)N3CCOCC3)OC"
"60",646904,"CN1C(=O)C2C(C1=O)C(NC2C3=CC=CC=C3OC)(CCSC)C(=O)OC"
"61",646917,"CC1=C(C=C(C=C1)NC(=O)C2CCCN2C(=O)NC3=CC=C(C=C3)OC)Cl"
"62",646951,"CC(C)(C)OCC(C(=O)OC(C)(C)C)NC(=O)C(CC(=O)N)NC(=O)OC(C)(C)C"
"63",646967,"CC(=O)N1C2C(N(C1=O)C)N(C(=O)N2C)C(=O)C"
"64",647019,"COCCNC(=O)CN(C1=C(C=CC(=C1)Cl)OC)S(=O)(=O)C"
"65",647088,"CC(=O)OC(C1=CC=CC=C1)C(=O)NN2C(=NC3=CC(=C(C=C3C2=O)OC)OC)C4CCC4"
"66",647109,"COC1=CC=CC=C1N(C(C2=CN=CC=C2)C(=O)NC3CCCC3)C(=O)C4=CC=CO4"
"67",647116,"CS(=O)(=O)N1CCC(CC1)C(=O)NCC=C"
"68",647232,"C1CCN(C1)S(=O)(=O)C2=CC=CC(=C2)S(=O)(=O)NCC3CCCO3"
"69",647245,"COC1=CC=C(C=C1)S(=O)(=O)N2C3CCC2CC(C3)NC(=O)C4CC4"
"70",647255,"CC1CC2=C(O1)C=CC(=C2)C(=O)O"
"71",647277,"COC1=CC=C(C=C1)OCC(=O)NC2=CC=CC=C2C(=O)N3CCCC3"
"72",647307,"COC(=O)CC1C(=O)SC2=CC=CC=C2N1"
"73",647310,"CCOC(=O)CSC1=NC2=C(N1CCC3=CC=CC=C3)C(=O)NC(=O)N2C"
"74",647322,"CCC(=O)OCCN1C2=C(N=C1Br)N(C(=O)NC2=O)C"
"75",647328,"CC12C=CC3(O1)C(C2C(=O)NC4=CC=CC=C4)C(=O)N(C3C(=O)NC(C)(C)C)C5=CN=CC=C5"
"76",647444,"CC(=O)C1=CC(=CC=C1)NC(=O)NCCS(=O)C"
"77",647463,"CC1=CC(=NC=C1)NC(=O)CCC(=O)N(CC(=O)NC2CCCCC2)C3=CC(=CC(=C3)C)C"
"78",647476,"CC1=NC2=NC=NN2C(=C1CC3=CC=CC=C3)N4CCC(CC4)C(=O)NCC5CCCO5"
"79",647488,"CCOC(=O)C1(C2C(C(N1)C3=CC=CO3)C(=O)N(C2=O)C4=CC=CC=C4F)CC5=CC=C(C=C5)O"
"80",647490,"CCN1C(=NN=C1SCC(=O)NCC2=CC=CC=C2)COC3=CC=CC=C3C"
"81",647584,"CCOC(=O)C1=C(NC(=O)NC1C2=CC(=C(C=C2)OCC#N)OC)C3=CC=CC=C3"
"82",647590,"CCC(=O)OC1CN2C3=CC=CC=C3N=C2SC1"
"83",647622,"CCN1C(=O)C2=CC=CC=C2N=C1SCC(=O)NCC3=CC=CC=C3"
"84",647699,"CCN1C(=NN=C1SCC(=O)NC2=NON=C2C)C3=C(OC=C3)C"
"85",647729,"C1CCC(CC1)C2=NN=C(N2C3=CC=CC=C3)SCC#N"
"86",647819,"CCC1=NC2=CC=CC=C2C(=O)N1C3=CC(=CC=C3)OC"
"87",648048,"CCN(CC)C(=O)CSC1=NC2=C(N1C3=CC=CC=C3OC)N=CC=C2"
"88",648099,"COC1=CC=C(C=C1)CC2=NN=C(O2)SCC(=O)NCC3CCCO3"
"89",648290,"CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)SCCC(=O)O)CC=C"
"90",648338,"CC1=C(C2=C(O1)C=CC(=C2)OC)C(=O)N"
"91",648367,"C1CC(CN(C1)C2=NC=CC=N2)C(=O)NCC3CCCO3"
"92",648436,"CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)CN3CCCCC3)CCCC4=CC=CC=C4"
"93",648483,"CCOC(=O)C1=C(NC(=O)NC1C2=CC=C(C=C2)NC(=O)C)C"
"94",648568,"CC1=C(C2=NSN=C2C=C1)S(=O)(=O)N3CCCC3"
"95",648617,"CC1=CC(=CC(=C1)N(C(C2=CN=CC=C2)C(=O)NC3CCCC3)C(=O)CNC(=O)C4=CC=CO4)C"
"96",648666,"CC(C1=CC=CC=C1)N2C=C(N=N2)C(=O)NCC3=CC=CC=N3"
"97",648669,"CC1=CC=C(C=C1)N(CC(=O)NCCOC)S(=O)(=O)C2=CC=CC=C2"
"98",648698,"CCC(=O)NC1=CC=C(C=C1)C2=NN(C(=N2)C3=CC=CC=C3)CC(=O)N4CCCCC4"
"99",648767,"CC(C)OC12C3CCN(C1=CC4=CC=CC=C4O2)CC3"
"100",648785,"C1CC(OC1)C(CC(=O)NCCC2=CC3=C(C=C2)OCO3)C(=O)O"
"101",648812,"CC(=O)OC(C1=CC=C(C=C1)C#N)C(=O)NC2CCCCC2"
"102",648845,"C1CC2C3C(C1)C2(OC3=O)C4=CC=CC=C4"
"103",648936,"CS(=O)(=O)N1C(=NC(=N1)C(=O)N2CCOCC2)N"
"104",648980,"CC1=CC=C(C=C1)S(=O)(=O)CN2C(=NN=N2)C(C3=CC=C(C=C3)F)N4CCC(CC4)C(=O)N"
"105",649009,"CC1(CC(CCO1)C(CC(=O)O)C2=CC=CC=C2)C"
"106",649061,"CC1=C(C(=CC=C1)OCC2=NN=C(N2C)SCC(=O)N3CCN(CC3)C(=O)C4=CC=CO4)C"
"107",649084,"CC1=CC=C(O1)C(C2=CN=CC=C2)O"
"108",649234,"CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)CN3CCOCC3)CC4=CC=CC=C4"
"109",649338,"CC1=C(C=C(C=C1)N2CC(CC2=O)C(=O)OCC(=O)C(C)(C)C)C"
"110",649372,"COCCCN1CC23C=CC(O2)C(C3C1=O)C(=O)OC"
"111",649390,"CCC(=O)N1CCN(C1C2=CC=CC=C2)C(=O)C"
"112",649396,"CC(=O)C1=CC(=CC=C1)N(C(C2=CC=CS2)C(=O)NCCOC)C(=O)CN3C4=CC=CC=C4N=N3"
"113",649405,"CCOC(=O)C1=CC(=CC=C1)NC(=O)CSC2=NN=NN2C"
"114",650313,"C1CCC(CC1)NC(=O)NCC2=CN=CC=C2"
"115",650367,"COCCN1C(=NN=C1SCC#N)C2=CC3=C(C=C2)OCO3"
"116",650468,"CCSC1=NC2=C(N1C)C(=O)NC(=O)N2C"
"117",650613,"COCCNC(=O)C1=CNC2=C(C1=O)C=C(C=C2)OC"
"118",650620,"C1COCCN1C(=O)C2C(C(C2C3=CC=CC=C3)C(=O)O)C4=CC=CC=C4"
"119",650690,"CS(=O)(=O)NCC1=NN=C(O1)SCC2=CC=CC=C2C(F)(F)F"
"120",650813,"CCCOC(=O)CCC1=NNC(=O)NC1=O"
"121",650876,"CCN1C(=NN=C1SCC(=O)NC2=CC=CC(=C2)NC(=O)C)C(C)C"
"122",650896,"C1=CC=C2C(=C1)C(=O)N(C=N2)CCC(=O)O"
"123",650900,"CC1=NN=C(N1C2=CC=CC=C2)SCC3CCCO3"
"124",651060,"CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C3CCCCC3"
"125",651092,"C1CC(OC1)C(CC(=O)NC2=CC=CC(=C2)C(F)(F)F)C(=O)O"
"126",651093,"CCN1C(=NN=C1SCC(=O)N2CCOCC2)COC3=CC=CC(=C3)OC"
"127",651133,"C1CC(CN(C1)S(=O)(=O)CC2=CC=CC=C2)C(=O)NCC3=CC=NC=C3"
"128",651179,"CC1=CC=C(C=C1)N2C3=C(C=C(C2=O)C(=O)N4CCN(CC4)C)C(=O)CC(C3)(C)C"
"129",651380,"CC1=CSC(=N1)NC(=O)CNC(=O)OCC2=CC=CC=C2"
"130",651384,"CCOC(=O)C1=CC(=CC=C1)N2C(C34C=CC(O3)(C(C4C2=O)C(=O)NC5CC5)C)C(=O)NC(C)(C)C"
"131",651464,"CC1=CSC(=N1)NC(=O)CCC(=O)N(CC2=CC=CO2)CC(=O)NC3CCCC3"
"132",651588,"CCC(C)C(C(=O)NC(C(C)CC)C(=O)N1CCCC1C(=O)N)NC(=O)OC(C)(C)C"
"133",651623,"CC(C)(C)N1C(=NN=N1)C(C2=CC(=C(C(=C2)OC)OC)OC)N3CCN(CC3)C"
"134",651641,"C1CCC(=CC1)CCNC(=O)C2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)N4C=NN=N4"
"135",651647,"CCCC1(C2C(C(N1)C3=CC(=C(C(=C3)OC)OC)OC)C(=O)N(C2=O)CC)C(=O)OC"
"136",651708,"COC1=CC=C(C=C1)C2(CCN(CC2)C(=O)C3=CC4=C(C=C3)OCO4)O"
"137",651864,"COC(=O)C1=CC=C(C=C1)NC(=O)C2CCCN2S(=O)(=O)C3=CC=C(C=C3)F"
"138",651898,"CC(C1=CC2=C(C=C1)OCCOCCN(CCOCCO2)C)O"
"139",651963,"CCOC1=CC=C(C=C1)NC(=O)N2CCC(CC2)NC(=O)C3=CC=CO3"
"140",652042,"C1=CC=C(C=C1)C(=O)OCC2C(C3C(O2)N4C=CC(=O)N=C4O3)O"
"141",652075,"CNC1=NC2=C(N1CCOC)C(=O)NC(=O)N2C"
"142",652105,"CC1=C(C(=CC=C1)N(C(C2=CC=CO2)C(=O)NCCOC)C(=O)CN3C4=CC=CC=C4N=N3)C"
"143",652143,"CCOC1=CC=C(C=C1)N=C2N(C(=O)CC(S2)C(=O)O)C"
"144",652182,"CC(C)OCC(CN1C2=C(N=C1N3CCCC3)N(C(=O)NC2=O)C)O"
"145",652231,"CC1=CC(=NN1C(=O)CNC(=O)CC2=CC=CC=C2)C"
"146",652271,"CCC1=CC=CC=C1N=C2N(C(=O)CS2)C"
"147",652318,"C1COCCN1CCNC(=O)C2=CC=CS2"
"148",652339,"CC(C)NS(=O)(=O)C1=CC=C(C=C1)CCC(=O)NCC2=CN=CC=C2"
"149",652348,"CN1C(=NN=C1SCC(=O)NC2=CC=CC=C2OC)CN3C=NC4=CC=CC=C43"
"150",652360,"CC1=NN=C(S1)SCCN2C3=C(N=C2N4CCCCC4)N(C(=O)N(C3=O)C)C"
"151",652373,"CC1=CC(=NC=C1)NC(=O)CCC(=O)N(CC2CCCO2)CC(=O)NC3CCCCC3"
"152",652382,"CC1=CC(=NC(=N1)N2CCC(CC2)C(=O)NC3CCCCCC3)C"
"153",652394,"C1=CC=C2C(=C1)N=NN2CC(=O)N(C3=CC=C(C=C3)F)C(C4=CN=CC=C4)C(=O)NCC5=CC=CO5"
"154",652396,"C1COCCN1C(=O)COC2=CC=CC(=C2)N3C=NN=N3"
"155",652418,"C1CCC2=NC3=NN=NN3C(=C2C1)N4CCOCC4"
"156",652544,"C1CC(CN(C1)C(=O)NCC2=CC=CC=C2)C(=O)O"
"157",652586,"COC1=C(C=C(C=C1)C2NCCO2)OC"
"158",652618,"CC1=C(C=CO1)C2=NN=C(N2C3=CC=C(C=C3)OC)SCC(=O)OC"
"159",652629,"CCN(CC)C(=O)C1CC(=O)OC1(C)C"
"160",652630,"CC(=C)CN1C2=C(N=C1SCCCO)N(C(=O)NC2=O)C"
"161",652677,"CC(C)NC(=O)CN1CCC(CC1)(C2=CC=CC=C2)O"
"162",652726,"CCC(=O)NC1=NN=C(S1)CSCC2=CC=CC=C2"
"163",652829,"CN1C2=C(C(=O)NC1=O)N(C=N2)CCCC3=CC=CC=C3"
"164",652918,"C1CS(=O)(=O)CC1NC(=O)C2=NC=CN=C2"
"165",652925,"CC1=CC(=C(C(=C1)C)NC(=O)CS(=O)CC(=O)N2CCN(CC2)C3=CC=C(C=C3)F)C"
"166",652951,"CC(C)C1=C(N=C(NC1=O)SCCC(=O)O)O"
"167",653075,"C1CN(CCC1C2=NC3=CC=CC=C3N2)C(=O)NCC4=CC=CC=C4"
"168",653083,"CCC(C1=NN=NN1C(C)(C)C)N(CCOC)CC2=CC3=CC=CC(=C3N4C2=NN=N4)C"
"169",653101,"CC1CCN(CC1)C2=NC3=C(N2CCSC4=NC5=CC=CC=C5O4)C(=O)NC(=O)N3C"
"170",653188,"CC1=CC=C(C=C1)N2CC(CC2=O)C(=O)NC3CCSC3=O"
"171",653232,"CCCNS(=O)(=O)C1=CC=C(C=C1)CCC(=O)NCC2CCCO2"
"172",653264,"C1COCCN1C(=O)CSC2=NN=C(N2CC3=CC=CC=C3)C4=CC=CC=C4"
"173",653337,"CC1=NN=C(S1)SCCN2C3=C(N=C2N4CCCCCC4)N(C(=O)NC3=O)C"
"174",653362,"CC(C(=O)O)NC(=O)C1=CC2=C(C=C1)OCCO2"
"175",653395,"CC1C(C(C(C(O1)NC2=CC=C(C=C2)OC(F)(F)F)O)O)O"
"176",653407,"COC1=C(C(=CC=C1)OC)C(=O)NC2=CC=C(C=C2)N3CCN(CC3)S(=O)(=O)C"
"177",653528,"C1CCC(CC1)NC(=O)CN(CC2=CC=CO2)C(=O)CNS(=O)(=O)C3=CC=CC=C3"
"178",653533,"CC1=CC(=C(C(=C1)C)NC(=O)CCCN2CCN(CC2)C)C"
"179",653635,"CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C3CCCCCCC3"
"180",653808,"COC1=CC(=C(C=C1)C(C(=O)NC2CCCCC2)N(CC=C)C(=O)CNC(=O)C3=CC=CO3)OC"
"181",653835,"CN1C2=C(C(=O)NC1=O)N(C(=N2)NCC3=CC=CC=C3)CCOC"
"182",653837,"CC1=C(C=C(C=C1)N2C3=C(C=N2)C(=O)N(C=N3)CC4=CC=CC=N4)C"
"183",653869,"CC1=NN=C(S1)NC(=O)C2=NN3C(CC(NC3=C2)C4CC4)C(F)(F)F"
"184",653951,"C1COCCN1C(=O)CSC2=NN=C(N2CC3=CC=CO3)C4=CC=CO4"
"185",653976,"CCCN(CC1=CC=CC=C1)S(=O)(=O)C2=CC=C(C=C2)N3C(=O)CCC3=O"
"186",653983,"CC1=C(C=CC(=C1)N2C(=NN=C2SCCC#N)C3=CN=CC=C3)Cl"
"187",653992,"C1CC(CNC1=O)(CCC(=O)NCC2=CC=CC=C2)C(=O)O"
"188",654099,"C1=CC=C(C=C1)CCN2C(=NN=C2SCC(=O)N)C3=CN=CC=C3"
"189",654103,"COCCCNC(=O)CN1N=C(N=N1)C2=CC=CC=C2NC(=O)C3=CC=C(C=C3)F"
"190",654118,"CCS(=O)(=O)NC1=CC=CC(=C1)C(=O)CC2(C3=CC=CC=C3NC2=O)O"
"191",654125,"CN(C)C(=O)CN1C2=CC=CC=C2C(=O)N3CCCCC3C1=O"
"192",654170,"COCCNC(=O)C(C1=CC=C(C=C1)OC)N(CC2CCCO2)C(=O)CCC(=O)NC3=CC=CC=N3"
"193",654175,"CC1=CC(=CC=C1)C(=O)N(C)C2=NN=C(S2)C3=CC=NC=C3"
"194",654180,"CCOC(=O)CN1C(=O)C2=C(N=C3N2CCS3)N(C1=O)C"
"195",654249,"C1CCC(C1)NC(=O)C(C2=CC=CC=C2)N(C3=CN=CC=C3)C(=O)C4=CC=NO4"
"196",654255,"CCOC(=O)C1=C(OC(=C(C12C3=C(C=CC(=C3)C)NC2=O)C#N)N)C"
"197",654412,"CC(C)OC1=CC=C(C=C1)C(=O)NC2CCS(=O)(=O)C2"
"198",654521,"CN(C)CCN1CC(CC1=O)C(=O)O"
"199",654582,"CCOC(=O)C1=[N+](ON=C1NC(=O)C)[O-]"
"200",654591,"CS(=O)(=O)N1CCC(CC1)NC(=O)CC2=CC=CC=C2"
"201",654689,"CCC1(C2C(C(N1)C3=CC=C(C=C3)N(C)C)C(=O)N(C2=O)C)C(=O)OCC"
"202",654705,"CCNC1=C(C(=O)OC2=CC=CC=C21)N"
"203",654780,"CCCC(=O)NC1=NC=C(C(=C1)C)NC(=O)CC2=CC=CC=C2"
"204",654820,"COC1=CC(=C(C=C1)NC(=O)CSC2=NN=C(N2CC3=CC=CO3)C4=CN=CC=C4)OC"
"205",654844,"CC1CCCCN1C(=O)CN2C(=O)CN(C(=O)C3=CC=CC=C32)C"
"206",654887,"CN1C2C(N(C1=O)C)N(S(=O)(=O)N2C)C"
"207",654906,"COC(=O)C1C2C=CC3(C1C(=O)N(C3)C4CCCC4)O2"
"208",654908,"CCCNC(=O)NCCC1=CC=NC=C1"
"209",654932,"COC1=CC=C(C=C1)NC(=O)CS(=O)CC(=O)NCC2=CC(=CC=C2)C(F)(F)F"
"210",655001,"CCN(CC1=CC=CC=C1)S(=O)(=O)C2=CC=C(C=C2)S(=O)(=O)N3CCN(CC3)C"
"211",655006,"C1CC(CN(C1)S(=O)(=O)C2=CC=CC=C2)C(=O)N3CCN(CC3)C4=NC=CC=N4"
"212",655050,"CC1=CC(=NO1)NC(=O)CC2=CC=CC=C2"
"213",655071,"CCC(C)(C)N1C(=NN=N1)C(C(C)C)N2CCC(CC2)C(=O)N"
"214",655076,"C1CCCN(CC1)S(=O)(=O)C2=CC=C(C=C2)S(=O)(=O)N3CCN(CC3)C4CCCCC4"
"215",655088,"CCC(=O)NC1=CC(=CC=C1)NC(=O)CN2CCN(CC2)C3=CC=CC=C3OC"
"216",655213,"CCN1C2=C(N=C1SCC(=O)NCC3=CC=CS3)N(C(=O)N(C2=O)C)C"
"217",655270,"COC1=CC=C(C=C1)N2CCN(CC2)C(=O)CSC3=NN=C(O3)COC4=CC=CC5=C4N=CC=C5"
"218",655286,"CC1=CC=C(C=C1)C(=O)NC2CCN(CC2)C(=O)N3CCOCC3"
"219",655289,"C1COC2=C(O1)C=CC(=C2)N(CC(=O)NCC3=CC=CO3)C(=O)CCC(=O)NC4=NC=CS4"
"220",655326,"COC1=C(C=C(C=C1)NC(=O)C2=CC=CC=C2Cl)NC(=O)CN3CCOCC3"
"221",655360,"C1CC(OC1)CNC(=O)CN(CC2=CC3=C(C=C2)OCO3)C(=O)CNS(=O)(=O)C4=CC=CC=C4"
"222",655377,"CC1(CC2(CC(N(C(=O)N2C)C)(C)C)N(C(=O)N1C)C)C"
"223",655378,"CC(=O)NC1=CC=CC=C1OC(=O)N(C)C"
"224",655438,"CC(C)CCN1C(=NN=N1)C(C2=CC=CC=C2F)N3CCC(CC3)C(=O)N"
"225",655449,"CN1C2=C(C(=O)NC1=O)N3CCCCN(C3=N2)C4=CC=C(C=C4)OC"
"226",655458,"CN1CCN(CC1)C2=NC3=C(N2CCOC4=CC=CC=C4)C(=O)NC(=O)N3C"
"227",655459,"CCC1=NN=C(S1)NC(=O)C2=CC=C(C=C2)S(=O)(=O)N3CCCCC3C"
"228",655574,"CC1=CC=CC=C1N(C(C2=CC=NC=C2)C(=O)NCC3=CC=CO3)C(=O)CN4C5=CC=CC=C5N=N4"
"229",655629,"C1=CSC2=C1N(C(=C2)C(=O)O)CCC(=O)O"
"230",655909,"CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)CN3CCOCC3)CCCC4=CC=CC=C4"
"231",655945,"CC1=CC(=C2C(=C1)C=C(C(=O)N2)CN(C3CCCC3)C(=O)C4CCCO4)C"
"232",656149,"CS(=O)(=O)N1CCC(CC1)C(=O)NC2=CC=CC(=C2)C(F)(F)F"
"233",656238,"CC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)NC3=NN=C(S3)COC4=CC=CC=C4"
"234",656295,"CCN1C(=NN=N1)SCC(=O)C2=CC=C(C=C2)NC(=O)C"
"235",656374,"CC(=O)N=C1N(C2=CC=CC=C2S1)C"
"236",657565,"CCCN(CCC)CC#CCO"
"237",657589,"CCNC1=NC(=NC(=N1)OC(C)C(=O)OCC)OC2=CC=CC=C2"
"238",657597,"CCOC(=O)COC1=NC(=NC(=N1)N(C)C)N(C)C"
"239",657609,"CC1=CC2=NN=CN2C(=N1)CC3=CC=CC=C3"
"240",657648,"COC(=O)CN1C2(CCCCC2CC3C1(CCCC3)C#N)C#N"
"241",657677,"CCOC(=O)CNC(=O)CCCCCC(=O)NCC(=O)OCC"
"242",657681,"CC1=NC2=NNC(=C2C3=C1COC(C3)(C)C)N"
"243",657768,"CCOC(=O)CN1C2=C(N=C1Br)N(C(=O)N(C2=O)CC(=O)OCC)C"
"244",657774,"C1CC=C(C1)N2C3=CC=CC=C3NC2=O"
"245",657823,"CC1=CC(=NN1C(=O)CN2C(=O)CCC2=O)C"
"246",657825,"C1COCCN1C(=O)CCCNC(=O)C2=CN=CC=C2"
"247",657848,"CC(C)SC1=NC2=C(N1C)C(=O)NC(=O)N2C"
"248",657916,"CC1=CC(=NC(=C1C#N)SCC(=O)NC2CC2)C"
"249",657925,"C1CC2=C(C1)SC3=C2C(=O)N(C(=O)N3)CC4=CC=CC=C4"
"250",657976,"CC(C)N1C2=CS(=O)(=O)CC2SC1=S"
"251",658020,"CCOC(=O)C([C@@H]1CS(=O)(=O)C[C@H]1C(C(=O)OCC)C(=O)OCC)C(=O)OCC"
"252",658173,"COC(=O)C1=C(C2=CC=CC=C2NC1=O)N"
"253",658204,"CC1(CC2=C(CO1)SC3=C2C(=O)N4CCCC4=N3)C"
"254",658321,"C1CC(OC1)CNCCOCCOC2=CC=C(C=C2)F"
"255",658428,"CCOC(=O)CON1C2=CC=CC=C2N(C(=O)C1=O)OC"
"256",658483,"CC1=NC(=CC=C1)COC2=CC=CC=C2C(=O)OC"
"257",658485,"CCCCCOC1=CC=CC=C1C(=O)NCCCC(=O)O"
"258",658597,"CCNC(=O)N1C2=C(C=C(C=C2)Br)C3(C1=O)OCCO3"
"259",658618,"CC1=CC(=CC=C1)N2CC(=O)N(CC2=O)C3=CC=CC(=C3)C"
"260",658715,"CCC(=NC1=CC=CC=C1NC(=O)C)C2=C(N(C(=O)N(C2=O)C)C)O"
"261",658839,"CC1=CC(=NN1C(=O)CNC(=O)C2COC3=CC=CC=C3O2)C"
"262",658863,"CCOC(=O)CN1C(=O)C2=CC=CC=C2C(=N1)C"
"263",658911,"CC(C)CC(=O)NC1=NC=NC2=C1C(=O)CC(C2)(C)C"
"264",658915,"C1=CC=NC(=C1)NC(=O)NC(C(F)(F)F)C(F)(F)F"
"265",658952,"CC1(CC2=C(CO1)C(=NC(=C2C(=O)N)N3CCCC3)C4=CC=CC=C4)C"
"266",659059,"CCSP1(=S)N=C(C(=C2N1CCC2)C#N)N3CCOCC3"
"267",659079,"CCC1=CC=C(C=C1)N2CC(CC2=O)C(=O)NCC3=CC4=C(C=C3)OCO4"
"268",659125,"C/C(=C(\C#N)/C(=O)NCCN1CCOCC1)/N(C)C"
"269",659131,"CN1C2=C(C(=O)NC1=O)N(C=N2)CCN3CCCCC3"
"270",659195,"CC1CC(=O)NC(=C1C#N)SC"
"271",659218,"CC(=O)O[C@H]1CSC[C@H]1NC(=O)C2=CC=CC=C2"
"272",659338,"C1=CC=C(C=C1)N2C3=C(C=NC=C3)NC2=O"
