"","PUBCHEM_CID","PUBCHEM_EXT_DATASOURCE_SMILES"
"794",1470621,"COC1=CC=C(C=C1)NC(=O)CSC2=NN=C(S2)NC(=O)C3CCC3"
"795",1470762,"CC(C)(C#C)NC(=O)C1=CN=C(N=C1C2=CC=CC=C2)C3=CC=CC=C3"
"796",1470976,"CN(C)S(=O)(=O)C1=CC=C(C=C1)N2C=CC=C2"
"797",1471014,"CN1C(=C(C(=N1)C(F)(F)F)C#N)N(C)NS(=O)(=O)C"
"798",1471309,"CC(C)NC(=O)C1=CC=CC=C1S(=O)(=O)C2=CC=CC=C2C#N"
"799",1471347,"CC1=CC=C(C=C1)CC(=O)NCCS(=O)C2=CC=C(C=C2)C"
"800",1471367,"COC1=NC(=NC(=C1)CSC)C2=CC=CC=C2"
"801",1471479,"CN1C2=C(C=C(S2)C(=O)NC3CC3)C(=N1)C(F)(F)F"
"802",1471661,"CC1=C(C=C(C(=N1)OC2=CC=CC=C2)C#N)C(=O)OC"
"803",1471670,"CC1=C(C(=CC=C1)OC2=NC(=C(C=C2C#N)C(=O)OC)C)C"
"804",1471712,"CC1=C(C=C(C(=N1)NC)C#N)C(=O)C"
"805",1471734,"CC1=C(C=C(C(=N1)N2CCN(CC2)C)C#N)C(=O)C"
"806",1471800,"CC1=C(C(=O)N=CN1CCC2=CC(=C(C=C2)OC)OC)C#N"
"807",1471874,"CC1=C(C(=NO1)C)CS(=O)(=O)CC2=CC=C(C=C2)Cl"
"808",1471973,"C1=CC=C(C(=C1)CNC(=O)N)F"
"809",1471997,"CC(C)(C)NC(=O)CCC1=C(C=C(C=N1)C(F)(F)F)Cl"
"810",1472488,"C=CCN1C(=O)C=C(C(=N1)C2=CC=CC=C2)N3CCCCC3"
"811",1472589,"CC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)NNC(=O)C3=CC=C(C=C3)F"
"812",1472593,"CC1=CC=C(C=C1)S(=O)(=O)NNC(=O)C2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)C"
"813",1472904,"CC1=NN(C(=C1NC(=O)OCC2=CC=CC=C2)Cl)C"
"814",1473036,"CC(C)CC(=O)N1CCC(CC1)(CS(=O)(=O)CC2=CC=C(C=C2)Cl)O"
"815",1473229,"C1CN(CCN1C2=CC=CC=C2)C3=NN4C(=CC=NC4=N3)C5=CC=C(C=C5)F"
"816",1473271,"C1=CC(=CC(=C1)N2C(=C(N=N2)C(=O)O)CC(=O)O)C(F)(F)F"
"817",1473557,"CC1=CC=C(C=C1)CN2CCC(=O)N2"
"818",1473676,"CN1C(=C(C(=N1)C(F)(F)F)C(=O)NC2=CC=C(C=C2)OC)Cl"
"819",1473694,"C1=CN2C(=NC=N2)C(=C1)NC(=O)C3=C(C=C(C=C3)Cl)Cl"
"820",1474686,"CC1=CC=C(C=C1)S(=O)(=O)N2C(=O)C3=CC=CC=C3OC(=N2)C"
"821",1475674,"CC1=CC(=NC(=C1S(=O)(=O)C)OC2=CC=C(C=C2)OC)C"
"822",1475749,"C1=CC=C(C=C1)N2C(=C(C(=NC2=O)CN3C=NC=N3)C#N)N"
"823",1475807,"CCNC(=O)OCC1=CN(N=N1)C2=CC=C(C=C2)Cl"
"824",1476041,"C1=CC(=CC=C1OC2=CN=NS2)F"
"825",1476267,"C1=C(C=NC(=C1Cl)CCC(=O)O)C(F)(F)F"
"826",1476333,"CN(C)/C=C(\C=O)/C1=C(C=C(C=C1)Cl)Cl"
"827",1476503,"CC(=O)C1=CC(=C(C=C1)[N+](=O)[O-])CS(=O)(=O)C2=CC=CC=C2"
"828",1476541,"CC1=CC=CC=C1S(=O)(=O)C2=C(N=C(C=C2C)C)OCCN(C)C"
"829",1476717,"C1COCCN1C2=C(C(=O)N(N=C2)C3=C(C=C(C=N3)C(F)(F)F)Cl)Cl"
"830",1476779,"CC(C)C1=NN=C(O1)C2=CC3=C(S2)N(N=C3C(F)(F)F)C"
"831",1476957,"C1=CC=NC(=C1)C2=CC=NC3=NC=NN23"
"832",1477219,"C1COCCN1CC(=O)NC2=NC(=CS2)C3=CC=CC=C3Cl"
"833",1477498,"CC1=CC=C(C=C1)C(=O)OC2=CC(=NN3C2=NN=C3)C"
"834",1477559,"CC1=CC=C(C=C1)S(=O)(=O)NC2=NC(=NC=C2)C3=CN=CC=C3"
"835",1477597,"C1=CC=C(C=C1)S(=O)(=O)C2=C(C=CC=N2)N"
"836",1477645,"CC1=C(SC(=N1)C2=CC=CC=C2Cl)C(=O)C"
"837",1477695,"CC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)C3C(=O)CCCC3=O"
"838",1477772,"CC1=NN=C(N1CC2=CC=C(C=C2)Cl)C3=C(N(N=C3)C)N"
"839",1478061,"CC1=NN(C(=C1)C(F)(F)F)C2=NC(=CS2)C(=O)NNS(=O)(=O)C3=CC=CC=C3"
"840",1478196,"CC1=NC2=C(O1)C=CC(=C2)CC(=O)O"
"841",1481234,"C1=CC=C(C(=C1)C(=O)NNC(=O)C2=CC(=CC=C2)Cl)N3C=CC=C3"
"842",1481240,"C1=CC=C(C(=C1)C(=O)NNC(=O)C2=C(C=C(C=C2)Cl)Cl)N3C=CC=C3"
"843",1481261,"C1=CC=C(C(=C1)C(=O)NNS(=O)(=O)C2=CC=CC=C2F)N3C=CC=C3"
"844",1481262,"COC(=O)C1=CC=CC=C1S(=O)(=O)NNC(=O)C2=CC=CC=C2N3C=CC=C3"
"845",1481276,"COC1=CC=CC=C1NC(=O)C2=NN(C=CC2=O)C3=CC(=C(C=C3)F)F"
"846",1481295,"CNC(=O)C1=NN(C=CC1=O)C2=CC=CC=C2"
"847",1482113,"CC1=CC2=C(C=C1NC(=O)C3=CC(=CC=C3)OC)NC(=O)C=C2COC"
"848",1482118,"COC1=C(C=CC(=C1)/C=C/C(=O)O)OCC2=CN=C(S2)Cl"
"849",1482197,"COC1=CC=C(C=C1)C2=NC=C(C=C2)C(=O)C3=CC=C(C=C3)OC"
"850",1482541,"CCOC(=O)COC1=C(SC=C1)C(=O)OC"
"851",1482915,"CC1=NN2C=CC(=C(C2=N1)C#N)C3=CC=C(C=C3)Cl"
"852",1482949,"C1=CC(=CC=C1CC2=NNC(=O)C=C2)Cl"
"853",1483024,"CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CN(C(=O)C=C2)CC3=CC(=C(C=C3)Cl)Cl"
"854",1483135,"C1=CC=C(C=C1)C(=O)NCC(=O)NC2=C(SC=C2)C(=O)O"
"855",1483197,"CC1=CC=C(C=C1)S(=O)CCCS(=O)C2=CC=C(C=C2)C"
"856",1483324,"C1=CC=NC(=C1)C(=O)C2=C(C=C(C=N2)C(F)(F)F)Cl"
"857",1483620,"CC1=C(C=C(C(=O)O1)NC(=O)C2=CC=CC=C2)C(=O)N"
"858",1483696,"CNC(=O)C1=CSC(=N1)C2=CC=NC=C2"
"859",1483987,"CCOC(=O)CSC1=NC=C(C=N1)C2=CC=CC=C2"
"860",1484102,"CCOC(=O)N1C2=CC=CC=C2N(C1=O)CC3=CC=C(C=C3)F"
"861",1484125,"COC1=CC=C(C=C1)S(=O)(=O)CC(=O)NC2=NN=C(S2)C(F)(F)F"
"862",1484203,"CS(=O)C1=CC=CC=C1COC(=O)NC2=CC(=CC=C2)Cl"
"863",1484284,"CCCN(CCC)C1=CC(=NC(=N1)N)Cl"
"864",1484305,"COC(=O)C1=CC(=C(C=C1)[N+](=O)[O-])CS(=O)(=O)C2=CC=C(C=C2)Cl"
"865",1484343,"COC1=C(C(=NC=C1)OC2=CC=CC=C2)C#N"
"866",1484379,"CCCS(=O)C1=C(C(=CC(=N1)C)C)S(=O)(=O)C"
"867",1484386,"COC1=CC=C(C=C1)C2=NOC(=C2)CNS(=O)(=O)C3=C(C=CC(=C3)OC)OC"
"868",1484514,"C1=CC(=C(C=C1F)Cl)CONC(=O)N"
"869",1484531,"CSC1=NC(=CC(=N1)N2CCOCC2)N3CCOCC3"
"870",1484590,"CC(C)(C)OC(=O)N(CC1=CC=CC=C1)S(=O)(=O)C"
"871",1484770,"C1=CC=C2C=C(C=CC2=C1)OCC3=NOC(=C3)C4=CC=C(C=C4)Cl"
"872",1484779,"C1=CC=C(C=C1)OCC2=NOC(=C2)C3=CC(=C(C=C3)Cl)Cl"
"873",1484782,"C1=CC(=CC=C1CC2=C(C=C(C=N2)C(F)(F)F)Cl)OCC(=O)N"
"874",1485207,"C1CN(CCC1C(=O)NNC(=O)C2=CC=CS2)CC3=CC(=CC=C3)F"
"875",1485208,"CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NNC(=O)C3CCN(CC3)CC4=CC(=CC=C4)F"
"876",1485243,"C1=CC=C(C=C1)CCNC(=O)CC2=C(C=C(C=N2)C(F)(F)F)Cl"
"877",1485384,"CC1=CC=C(C=C1)C(=O)NC2=C(SC=C2)C(=O)OC"
"878",1485918,"C1=C(N=C(N(C1=O)N)N)C(F)(F)F"
"879",1486033,"CC(C)(C)NC(=O)C1=CC=C(C=C1)CN2C=C(C=CC2=O)C(F)(F)F"
"880",1486051,"CNC(=O)NC1=CC=C(C=C1)CN2C=C(C=CC2=O)C(F)(F)F"
"881",1486277,"C1=CC=C(C(=C1)C(F)(F)F)NC(=O)CC(=O)NC2=CC=CC=C2C(F)(F)F"
"882",1486378,"COC1=CC=C(C=C1)NC(=O)CS(=O)C2=CC=CC(=C2)C(F)(F)F"
"883",1486384,"COC1=CC=C(C=C1)NC(=O)CS(=O)C2=CC=C(C=C2)Br"
"884",1486477,"C1=CC(=CN=C1)C2=NN=C3N2C=C(C=C3Cl)C(F)(F)F"
"885",1486600,"CCOC(=O)NC(=O)C1=CN(C(=O)NC1=O)C2=CC=C(C=C2)OC"
"886",1486610,"CCOC(=O)C1=C(ON=C1C2=C(C=C(C=N2)C(F)(F)F)Cl)C"
"887",1486690,"C1=CC=C(C=C1)N(CC(=O)O)S(=O)(=O)C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F"
"888",1486755,"C1=CC(=CC=C1C(=O)C2=CC=C(S2)CC(=O)O)Cl"
"889",1486798,"COC1=CC=C(C=C1)OC2=NC(=CC(=N2)OC)OC"
"890",1486841,"C1CCN(C1)C(=O)C2=CC(=C(C=C2)N)CS(=O)(=O)C3=CC=C(C=C3)Cl"
"891",1486987,"CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC=CC=C2N3CCOCC3)Cl"
"892",1487012,"CC1=CC(=C(C(=O)N1CC2=CC=CC=C2)S(=O)(=O)C3=CC=CC=C3)C"
"893",1487118,"CC(C)(C#C)NC(=O)C1=C(C=CS1)OC2=C(C=C(C=C2)F)[N+](=O)[O-]"
"894",1487160,"CN(C)C1=NN=NN1C2=CC(=CC=C2)OC3=C(C=C(C=N3)C(F)(F)F)Cl"
"895",1487187,"COC1=CC=C(C=C1)NC(=O)C2=CC=CC=C2CC[N+](=O)[O-]"
"896",1487319,"CCN1C2=C(C=C(C(=C2)C)C)N=C1C3=C(N=CC=C3)Cl"
"897",1487487,"CCOC1=C(C=NN(C1=O)C2=CC=C(C=C2)C)Cl"
"898",1487901,"COCC1=C(C(=O)NN1)C=NC2=CC=C(C=C2)C(F)(F)F"
"899",1487986,"CN1C(=S)N(C=N1)C2=CC=C(C=C2)Cl"
"900",1488112,"CC1=CC(=NC(=C1C#N)N2CCCN(CC2)S(=O)(=O)C3=CC=C(C=C3)NC(=O)C)C"
"901",1488243,"CN(C)/C=C(/C(=O)C1=CC=CC=C1)\S(=O)(=O)C2=CC=C(C=C2)Cl"
"902",1488418,"CCCN1C(=O)C=C(N=C1SCC(=O)OCC)C(F)(F)F"
"903",1488430,"COC(=O)C1=C2CS(=O)(=O)CN2C(=C1C(=O)OC)C3=CC=C(C=C3)F"
"904",1488431,"CC1=CC(=CC=C1)C2=C(C(=C3N2CS(=O)C3)C(=O)OC)C(=O)OC"
"905",1488542,"C1=CC(=CC=C1CNS(=O)(=O)NCC2=CC=C(C=C2)Cl)Cl"
"906",1488677,"CC1(CN(C1=O)C2=CC=C(C=C2)CC#N)C"
"907",1488678,"CC1(CN(C1=O)C2=C(C=C(C=C2)Br)Br)C"
"908",1488921,"CC1=CC=C(C=C1)N2C=NN(C2=S)C"
"909",1489234,"CCN1C=C(NC1=O)S(=O)(=O)C2=CC=C(C=C2)C"
"910",1489266,"C1CC1C(=O)C2=CNC(=C2)C(=O)NCC3=CC=C(C=C3)F"
"911",1489439,"CCOC(=O)C1=C(N=C(C(=C1)C#N)N2CCOCC2)C3=CC=CC=C3"
"912",1489577,"CC1=CC=C(C=C1)CC(=O)NCCS(=O)C2=CC=C(C=C2)Cl"
"913",1489819,"CN1C(=O)C(=NN(C1=O)C2=CC=CC(=C2)C(F)(F)F)C(=O)/C=C/N(C)C"
"914",1490450,"CCN1C(=O)CSC2=C1C=C(C=C2)C(=O)OC"
"915",1490851,"CC1(CC(=CC(=O)C1)NCCN2CCN(CC2)C(=S)NC3CCCCC3)C"
"916",1491169,"C1CCC(C1)NC(=O)C2=CC(=CN2)C(=O)CC3=CC=CC=C3"
"917",1491565,"COC1=CN=C(NC1=O)C2=CC(=CC=C2)C(F)(F)F"
"918",1491763,"C1=CC(=NC(=C1)F)NNC(=O)CC2=C(C=C(C=N2)C(F)(F)F)Cl"
"919",1493913,"CCON1C2=CC=CC=C2[N+](=C(C1=O)C3=CC=C(C=C3)Br)[O-]"
"920",1493952,"CC1=CC=C(C=C1)NC(=O)C2(CCCCC2)N3CCC3=O"
"921",1494295,"CC(C)(C(=O)NN(C1=CC(=CC=C1)Br)C(=O)C2=CC=CC=C2)O"
"922",1497107,"CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=S)NC(=O)C3=CC=CC=C3Br"
"923",1502346,"CC1=C(C=C(C=C1)S(=O)(=O)NC2=CC3=C(C=C2C#N)OCO3)C(=O)N"
"924",1502362,"CCC(=O)NC1(CCCCC1)CC2=CC=C(C=C2)O"
"925",1503107,"CC1=NC2=CC=CC=C2C(=C1)CNC(=O)C3=CC(=C(C(=C3)OC)OC)OC"
"926",1503111,"CC1=NC2=CC=CC=C2C(=C1)CNC(=O)COC3=C(C(=CC(=C3F)F)F)F"
"927",1503465,"CCOC(=O)C1=C(C2=C(S1)N=C(C=C2C)C)NC(=O)C3=CC=CO3"
"928",1503589,"CN1CC2=CC=CC=C2N(C1=O)CC(=O)NCC3=CC=CC=C3"
"929",1504067,"C1=CC(=CC=C1C(=O)N)N2C(=NN=N2)OC3=CC=C(C=C3)Br"
"930",1504226,"COC1=C(C=C(C=C1)S(=O)(=O)N2CCCCC2)N3C=NN=N3"
"931",1504464,"CC1=CC(=NC2=C1C=CC3=C2N(C(=C3C)C)C)C"
"932",1504668,"C1CN(CCN1C2=C(C(=O)N(N=C2)C3=CC=CC=C3)Cl)S(=O)(=O)C4=CC=CC=C4"
"933",1504718,"CCOC(=O)C1=NNC(=O)C2=CC=CC=C21"
"934",1504722,"CC(C)NS(=O)(=O)C1=CC(=C(C=C1)OC)N2C=NN=N2"
"935",1504740,"CC1=C(C(=O)N(N1C)C2=CC=C(C=C2)S(=O)(=O)N3CCOCC3)C(C)C"
"936",1505235,"C1CCC(C1)(CC(=O)NC2=CC=CC=C2C(=O)C3=CC=CC=C3)CC(=O)O"
"937",1505472,"C1=CC(=CC=C1OCC(=O)NC2=CN(N=C2)CCCC(=O)O)F"
"938",1505474,"C1=CC(=CC=C1C(=O)NC2=CN(N=C2)CCCC(=O)O)F"
"939",1505478,"C1=COC(=C1)C(=O)NC2=CN(N=C2)CCCC(=O)O"
"940",1506306,"C1CCN(CC1)CCC2=NN=C(S2)NC(=O)C3=CC=C(C=C3)Br"
"941",1506609,"CS(=O)(=O)NCC1=CC=C(C=C1)C(=O)O"
"942",1506838,"CC1=NC2=CC=CC=C2C(=C1)CNC(=O)COC3=CC=C(C=C3)C#N"
"943",1506942,"CCOC(=O)CN1C(=C(C(=N1)C)NC(=O)C2=CC=C(O2)Br)C"
"944",1507060,"CC1=C(C=CC(=C1)OCC(=O)NC2=CN(N=C2)CCCC(=O)O)[N+](=O)[O-]"
"945",1507061,"C1=CC(=C(C=C1F)F)OCC(=O)NC2=CN(N=C2)CCCC(=O)O"
"946",1507419,"CCOC(=O)CN1C(=C(C(=N1)C)NC(=O)CCC2=CC=CC=C2)C"
"947",1507423,"CCOC(=O)CN1C(=C(C(=N1)C)NC(=O)C2=CC(=CC=C2)[N+](=O)[O-])C"
"948",1507618,"C1=CC=C(C(=C1)[N+](=O)[O-])OCC(=O)NC2=CN(N=C2)CCCC(=O)O"
"949",1507921,"CC(=O)N1CCN(CC1)CC2=NC3=C(N2C)C=CC(=C3)NC(=O)C4=CC=CC=C4Cl"
"950",1508078,"CN1C=NN=C1SC2=NC(=NN2C)[N+](=O)[O-]"
"951",1508510,"CC(C)NS(=O)(=O)C1=CC=C2CCC3=C2C1=CC=C3"
"952",1508543,"CCOC1=C(C=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)C(=O)N3CCCC3)C(=O)N"
"953",1508863,"CC1=C(C(=C(C=C1)S(=O)(=O)N)C)N2C=NN=N2"
"954",1509150,"CN1C(=CC=N1)C(=O)NC2=CC=CC(=C2)C(F)(F)F"
"955",1509229,"CC1=C(C=C(C=C1)NC(=O)CSC2=NC(=CC3=C2C(=O)OC3)C)C"
"956",1509236,"CC1=CC2=C(C(=N1)SCC(=O)NCC3=CC=C(C=C3)Cl)C(=O)OC2"
"957",1509632,"CC1=CC(=CC=C1)CN2C=CC(=N2)NC(=O)C3=CN=CC=C3"
"958",1509676,"CC1=C(C(=NN1CCCC(=O)NC2=C(C=C(C=C2)Br)F)C)[N+](=O)[O-]"
"959",1509899,"CCOC(=O)C1=NC=CN=C1C(=O)NC2=CC=C(C=C2)C(F)(F)F"
"960",1510459,"CC1=CC(=NN1C(=O)CN2C(=C(C(=N2)[N+](=O)[O-])Br)C)C"
"961",1510913,"CC(=O)CC1=NSC(=N1)NC(=O)C2=CC=C(O2)C3=CC(=C(C=C3)Cl)C(F)(F)F"
"962",1510949,"CC1=CC(=CC=C1)CN2C(=CC(=N2)C)NC(=O)CN3C=C(C=N3)[N+](=O)[O-]"
"963",1511382,"CCCN1CC2=C(NC1)N(C(=S)NC2=O)C3=CC=C(C=C3)Cl"
"964",1511699,"CC1=C(C(=NN1CC(=O)NCC2=CC(=C(C=C2)OC)OC)[N+](=O)[O-])Br"
"965",1511774,"CC1=CC=C(C=C1)C(=O)NC(=O)CSC2=C(C=CC=N2)C(=O)O"
"966",1512162,"CC1=C(C(=NN1CC2=NOC(=N2)C(=O)NCC3=CC=C(C=C3)F)C)Br"
"967",1517386,"CC1=NN=C(N1C2=CC=CC=C2)SCC(=O)NNC(=O)CC3=CC=C(C=C3)OC"
"968",1519134,"CC1=CC(=C(C=C1N)N)N2CCCC2=O"
"969",1519789,"CC1=CC=C(C=C1)C(=O)N2C3=C(CCCC3)C(=O)NC24CCCCC4"
"970",1521532,"CC1=CC2=C(C(=N1)SCC(=O)NCC3=CC=CC=C3Cl)C(=O)OC2"
"971",1528117,"C1CCN(CC1)S(=O)(=O)C2=CC=CC(=C2)C(=O)N3CCN(CC3)C4=CC=CC=C4"
"972",1528681,"COC(=O)/C=C/1\CSC(=NC2=CC=CC=C2)N1CC=C"
"973",1529744,"COC1=CC=CC=C1N2CCN(CC2)C(=O)CN3C(=O)C4=CC=CC=C4C3=O"
"974",1534395,"CC1=CC(=CC(=C1)NC(=O)CCN2C(=O)C3=CC=CC=C3S2(=O)=O)C"
"975",1534397,"COC1=CC(=C(C=C1)NC(=O)CCN2C(=O)C3=CC=CC=C3S2(=O)=O)OC"
"976",1535210,"CC1=CC(=O)C=C(N1C2=CC(=C(C=C2)Cl)Cl)C"
"977",1535318,"C1CN(CCC1C(=O)NC2=CC=CC=N2)S(=O)(=O)C3=CC=CS3"
"978",1535368,"CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N2CCC(=O)NCC2"
"979",1535377,"CCOC(=O)N1CCN(CC1)C(=O)C2=CN=C(C=C2)Cl"
"980",1536281,"CC1(C(=O)N(C(=NC2=CC=CC=C2)S1)S(=O)(=O)C3=CC=CC=C3)C"
"981",1537069,"C1CCC2=C(C1)C3=C(N=CN=C3S2)OC4=CC=CC(=C4)C(=O)O"
"982",1537115,"CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=C(C=CC=C3F)F"
"983",1539705,"C1CCCN(CC1)S(=O)(=O)C2=CC=C(C=C2)/C=C/C(=O)O"
"984",1541667,"CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)NC(=O)C"
"985",1543490,"COC1=C(C=C(C=C1)CCNS(=O)(=O)C2=CC=CC3=C2N=CC=C3)OC"
"986",1547706,"COC1=CC=C(C=C1)C(=O)NNC(=O)C2=CC3=C(C=CC(=C3)OC)OC2=O"
"987",1547997,"C1=CC=C(C(=C1)C(=O)NCCC2=C(NC3=C2C=C(C=C3)F)C(=O)O)C(=O)O"
"988",1548134,"CC1=CC=C(C=C1)N(CCC(=O)O)S(=O)(=O)C2=CC=C(C=C2)C"
"989",1548178,"CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCOCC4"
"990",1549114,"C1=C(C=NC=C1O)C(=O)NCCCC(=O)O"
"991",1551281,"CCOC(=O)/C(=C\C1=CC(=C(C=C1)OC)OC)/C#N"
"992",1553057,"CC1=C([N+](=O)C2=C(N1[O-])CCCCC2)C3=CC=CC=C3"
"993",1553949,"CCOCCOC(=O)C1=CC=C(C=C1)NC(=O)C2=CC(=C(C(=C2Br)OC)OC)OC"
"994",1557321,"C/C(=C/C(=O)O)/C=C\C1=CN=CC=C1"
"995",1559623,"C1CCN(CC1)CCN=CC2=C(N(C(=O)NC2=O)C3=CC=C(C=C3)Cl)O"
"996",1560184,"CC1=CC(=CC=C1)S(=O)(=O)NC2=NC3=CC=CC=C3N=C2NCC=C"
"997",1560677,"CCCOC(=O)NC1=C(C=CC=C1C(C)C)C"
"998",1562211,"CC1=C(SC2=C1C(=O)N(C(=N2)SCC(=O)NCCOC)C3=CC=CC=C3)C"
"999",1562438,"CC1=CC(=CC(=C1)OCCNC(=O)C2=CC=C(C=C2)Br)C"
"1000",1564902,"CC1=CC=C(C=C1)OCCCC(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC(=NC(=C3)C)C"
"1001",1569639,"CCC1=NN=C(N1N)SCCSC2=NN=C(N2N)CC"
"1002",1573008,"CC1=CC=C(C=C1)C2=[N+](C3=CC=CC=C3N(C2=O)OCC=C)[O-]"
"1003",1575148,"CC1=C(C(=CC=C1)OCCCC(=O)NC2=CC=C(C=C2)S(=O)(=O)N)C"
"1004",1575637,"C1COCCN1CCNC(=O)/C(=C\C2=CC=C(C=C2)Br)/NC(=O)C3=CC=CS3"
"1005",1576014,"CCC1=CC(=C(C=C1)OCCCC(=O)O)Br"
"1006",1577679,"CCOC(=O)COC(=O)C1=CC=C(C=C1)OC2=NC(=NC(=C2)C)SC"
"1007",1581875,"CC1=CC(=C(C=C1)C)OCC(=O)NNC(=O)OC"
"1008",1582689,"CCCCN(CC)C(=O)CN1C(=O)C2=CC=CC=C2C1=O"
"1009",1586905,"CC1=NC2=C(C3=C(S2)CCCCC3)C(=O)N1"
"1010",1587849,"CC1=C(C=C(C=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)NC(=O)C)S(=O)(=O)NCCO"
"1011",1594586,"C1CCCC2(CC1)C(=O)N(C(=O)N2)CCS(=O)(=O)OC3=CC=CC=C3"
"1012",1595007,"C1=CC=C2C=C(C=CC2=C1)C(=O)/C=C/NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CC=N4"
"1013",1614036,"C1=CC=C(C=C1)S(=O)(=O)NCC(=O)OCC(=O)C2=CC=C(C=C2)Br"
"1014",1615307,"C1=CC=C(C=C1)C(=O)COC(=O)CNC(=O)C2=CC=C(C=C2)Cl"
"1015",1615419,"CC1=CC=C(C=C1)C(=O)COC(=O)CNC(=O)CC2=CC=CC=C2"
"1016",1615426,"C1=CC=C(C(=C1)C(=O)COC(=O)CNC(=O)C2=CC=CS2)Cl"
"1017",1615978,"C1=CC=C(C=C1)OP(=O)(NC2=NC=CS2)OC3=CC=CC=C3"
"1018",1619727,"CC1=CC=C(C=C1)C(=O)COC(=O)CNC(=O)CNC(=O)C2=CC=C(C=C2)OC"
"1019",1620052,"CC1=CC=C(C=C1)C(=O)COC(=O)CNS(=O)(=O)C2=CC=C(C=C2)C"
"1020",1620107,"COC1=CC=C(C=C1)C(=O)NCC(=O)NCC(=O)OCC2=CC=C(C=C2)Cl"
"1021",1620818,"CC1=CC=C(C=C1)CN2C3=CC=CC=C3N4C2=NC(=O)C4"
"1022",1623085,"CCCC1=NN=C(S1)NC(=O)CCC(=O)NCCC2=CC=C(C=C2)Cl"
"1023",1624671,"CC(C)CC1=NN=C(S1)NC(=O)CCC(=O)NC2CCCCCCC2"
"1024",1627293,"CCCC1=NN=C(S1)NC(=O)CCC(=O)NCC2=C(C=C(C=C2)Cl)Cl"
"1025",1627571,"CC(C)CC1=NN=C(S1)NC(=O)CCC(=O)NCCC2=CC=CC=C2"
"1026",1628118,"C1=CC=C(C=C1)OCC(=O)NNC(=O)COC2=CC=C(C=C2)[N+](=O)[O-]"
"1027",1630700,"COCCNC(=O)C1=CC(=CC=C1)NS(=O)(=O)C2=CC=CC3=C2N=CC=C3"
"1028",1630753,"CCN(CC)CCNC(=O)NC(=O)C1=CC=C(C=C1)Cl"
"1029",1631452,"CC1=CC=C(C=C1)NC(=O)CSCC(=O)NCCC2=CC=CC=C2"
"1030",1632066,"C1=CC(=CC=C1NC(=S)NC2=CC=C(C=C2)S(=O)(=O)N=C(N)N)F"
"1031",1632366,"CC1=CC(=C(C=C1)NC(=O)CCC(=O)NNC(=S)NC2=CC=C(C=C2)F)C"
"1032",1632374,"CC1=CC(=C(C=C1)NC(=O)CCC(=O)NNC(=O)C2=CC=CS2)C"
"1033",1632377,"CC1=CC=C(C=C1)S(=O)(=O)NNC(=O)CCC(=O)NC2=C(C=C(C=C2)C)C"
"1034",1637437,"CCCCC1=NN=C(S1)NC(=O)C=C(C)C"
"1035",1637762,"C1=CC=C2C(=C1)C(=O)N(C2=O)CC(=O)NC3=NC(=CS3)C4=CC(=CC=C4)[N+](=O)[O-]"
"1036",1646756,"C1=NNC(=O)C(=C1NCCCO)Cl"
"1037",1646761,"CCOCCCNC1=C(C(=O)NN=C1)Cl"
"1038",1652556,"CC1=NN(C=C1)C(=O)C2=CC3=CC=CC=C3OC2=O"
"1039",1652876,"CN(C1=CC=CC=C1C(=O)O)S(=O)(=O)C2=CC3=C(C=C2)NC(=O)N3"
"1040",1662426,"CC1=CC=C(C=C1)NC(=O)COC(=O)CN2C(=O)C3=CC=CC=C3C2=O"
"1041",1662563,"COC1=C(C=C(C=C1)CCNC(=O)COC(=O)COC2=CC=C(C=C2)Cl)OC"
"1042",1678754,"CN1CCN(CC1)C(=O)/C=C\C(=O)O"
"1043",1712345,"CC(C)(CNS(=O)(=O)C1=CC=CC2=NSN=C21)CN(C)C"
"1044",1713156,"CC(C)(C(=O)NCC(=O)OC)OC1=CC=C(C=C1)Cl"
"1045",1714327,"CS(=O)(=O)N(CCC#N)CC1=CC=C(O1)C=O"
"1046",1714366,"CC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)C(=O)O)S(=O)(=O)NC3=CC(=CC=C3)[N+](=O)[O-]"
"1047",1717489,"CCOCCOC(=O)C1=CC=CC2=C1C3=CC=CC=C3C2=O"
